"custom_id","condition_number","condition","outcome_number","outcome","trial","prompt"
"c07_o12_t02",7,"Portrait Prof. Cherry",12,"donation_ams",2,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Todd Cherry, a scientist focused on climate issues, is integrated in his local community, and does work that is relevant for this community.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Donation to AMS: Of the $10 bonus, how much would you like to donate to the American Meteorological Society (AMS)? Scale: $0–10."
"c07_o12_t03",7,"Portrait Prof. Cherry",12,"donation_ams",3,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Todd Cherry, a scientist focused on climate issues, is integrated in his local community, and does work that is relevant for this community.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Donation to AMS: Of the $10 bonus, how much would you like to donate to the American Meteorological Society (AMS)? Scale: $0–10."
"c07_o12_t04",7,"Portrait Prof. Cherry",12,"donation_ams",4,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Todd Cherry, a scientist focused on climate issues, is integrated in his local community, and does work that is relevant for this community.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Donation to AMS: Of the $10 bonus, how much would you like to donate to the American Meteorological Society (AMS)? Scale: $0–10."
"c07_o12_t05",7,"Portrait Prof. Cherry",12,"donation_ams",5,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Todd Cherry, a scientist focused on climate issues, is integrated in his local community, and does work that is relevant for this community.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Donation to AMS: Of the $10 bonus, how much would you like to donate to the American Meteorological Society (AMS)? Scale: $0–10."
"c07_o13_t01",7,"Portrait Prof. Cherry",13,"newsletter_signup",1,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Todd Cherry, a scientist focused on climate issues, is integrated in his local community, and does work that is relevant for this community.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Newsletter signup: Subscription to the ""Talking Climate"" newsletter, offered on an earlier survey page (recorded yes/no). Scale: 0 / 1."
"c07_o13_t02",7,"Portrait Prof. Cherry",13,"newsletter_signup",2,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Todd Cherry, a scientist focused on climate issues, is integrated in his local community, and does work that is relevant for this community.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Newsletter signup: Subscription to the ""Talking Climate"" newsletter, offered on an earlier survey page (recorded yes/no). Scale: 0 / 1."
"c07_o13_t03",7,"Portrait Prof. Cherry",13,"newsletter_signup",3,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Todd Cherry, a scientist focused on climate issues, is integrated in his local community, and does work that is relevant for this community.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Newsletter signup: Subscription to the ""Talking Climate"" newsletter, offered on an earlier survey page (recorded yes/no). Scale: 0 / 1."
"c07_o13_t04",7,"Portrait Prof. Cherry",13,"newsletter_signup",4,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Todd Cherry, a scientist focused on climate issues, is integrated in his local community, and does work that is relevant for this community.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Newsletter signup: Subscription to the ""Talking Climate"" newsletter, offered on an earlier survey page (recorded yes/no). Scale: 0 / 1."
"c07_o13_t05",7,"Portrait Prof. Cherry",13,"newsletter_signup",5,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Todd Cherry, a scientist focused on climate issues, is integrated in his local community, and does work that is relevant for this community.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Newsletter signup: Subscription to the ""Talking Climate"" newsletter, offered on an earlier survey page (recorded yes/no). Scale: 0 / 1."
"c08_o01_t01",8,"Corporate reliance",1,"trust_multidimensional",1,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Insurance companies and large corporations rely on climate scientists' projections.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Multidimensional trust (primary): mean of 12 items. Example item: How incompetent or competent are most climate scientists? (four subscales: competence, integrity, benevolence, openness; three items each). Scale: 0–100."
"c08_o01_t02",8,"Corporate reliance",1,"trust_multidimensional",2,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Insurance companies and large corporations rely on climate scientists' projections.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Multidimensional trust (primary): mean of 12 items. Example item: How incompetent or competent are most climate scientists? (four subscales: competence, integrity, benevolence, openness; three items each). Scale: 0–100."
"c08_o01_t03",8,"Corporate reliance",1,"trust_multidimensional",3,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Insurance companies and large corporations rely on climate scientists' projections.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Multidimensional trust (primary): mean of 12 items. Example item: How incompetent or competent are most climate scientists? (four subscales: competence, integrity, benevolence, openness; three items each). Scale: 0–100."
"c08_o01_t04",8,"Corporate reliance",1,"trust_multidimensional",4,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Insurance companies and large corporations rely on climate scientists' projections.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Multidimensional trust (primary): mean of 12 items. Example item: How incompetent or competent are most climate scientists? (four subscales: competence, integrity, benevolence, openness; three items each). Scale: 0–100."
"c08_o01_t05",8,"Corporate reliance",1,"trust_multidimensional",5,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Insurance companies and large corporations rely on climate scientists' projections.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Multidimensional trust (primary): mean of 12 items. Example item: How incompetent or competent are most climate scientists? (four subscales: competence, integrity, benevolence, openness; three items each). Scale: 0–100."
"c08_o02_t01",8,"Corporate reliance",2,"trust_post",1,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Insurance companies and large corporations rely on climate scientists' projections.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Single-item trust: How much do you trust climate scientists? Scale: 0–100."
"c08_o02_t02",8,"Corporate reliance",2,"trust_post",2,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Insurance companies and large corporations rely on climate scientists' projections.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Single-item trust: How much do you trust climate scientists? Scale: 0–100."
"c08_o02_t03",8,"Corporate reliance",2,"trust_post",3,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Insurance companies and large corporations rely on climate scientists' projections.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Single-item trust: How much do you trust climate scientists? Scale: 0–100."
"c08_o02_t04",8,"Corporate reliance",2,"trust_post",4,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Insurance companies and large corporations rely on climate scientists' projections.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Single-item trust: How much do you trust climate scientists? Scale: 0–100."
"c08_o02_t05",8,"Corporate reliance",2,"trust_post",5,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Insurance companies and large corporations rely on climate scientists' projections.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Single-item trust: How much do you trust climate scientists? Scale: 0–100."
"c08_o03_t01",8,"Corporate reliance",3,"distrust_post",1,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Insurance companies and large corporations rely on climate scientists' projections.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Distrust: How much do you distrust climate scientists? Scale: 0–100."
"c08_o03_t02",8,"Corporate reliance",3,"distrust_post",2,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Insurance companies and large corporations rely on climate scientists' projections.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Distrust: How much do you distrust climate scientists? Scale: 0–100."
"c08_o03_t03",8,"Corporate reliance",3,"distrust_post",3,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Insurance companies and large corporations rely on climate scientists' projections.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Distrust: How much do you distrust climate scientists? Scale: 0–100."
"c08_o03_t04",8,"Corporate reliance",3,"distrust_post",4,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Insurance companies and large corporations rely on climate scientists' projections.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Distrust: How much do you distrust climate scientists? Scale: 0–100."
"c08_o03_t05",8,"Corporate reliance",3,"distrust_post",5,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Insurance companies and large corporations rely on climate scientists' projections.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Distrust: How much do you distrust climate scientists? Scale: 0–100."
"c08_o04_t01",8,"Corporate reliance",4,"funding_perceptions",1,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Insurance companies and large corporations rely on climate scientists' projections.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Funding perceptions: Do you think the federal government is spending too much, too little or about the right amount of money on climate change research? (reverse-coded: higher = supports more funding) Scale: 0–100."
"c08_o04_t02",8,"Corporate reliance",4,"funding_perceptions",2,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Insurance companies and large corporations rely on climate scientists' projections.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Funding perceptions: Do you think the federal government is spending too much, too little or about the right amount of money on climate change research? (reverse-coded: higher = supports more funding) Scale: 0–100."
"c08_o04_t03",8,"Corporate reliance",4,"funding_perceptions",3,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Insurance companies and large corporations rely on climate scientists' projections.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Funding perceptions: Do you think the federal government is spending too much, too little or about the right amount of money on climate change research? (reverse-coded: higher = supports more funding) Scale: 0–100."
"c08_o04_t04",8,"Corporate reliance",4,"funding_perceptions",4,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Insurance companies and large corporations rely on climate scientists' projections.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Funding perceptions: Do you think the federal government is spending too much, too little or about the right amount of money on climate change research? (reverse-coded: higher = supports more funding) Scale: 0–100."
"c08_o04_t05",8,"Corporate reliance",4,"funding_perceptions",5,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Insurance companies and large corporations rely on climate scientists' projections.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Funding perceptions: Do you think the federal government is spending too much, too little or about the right amount of money on climate change research? (reverse-coded: higher = supports more funding) Scale: 0–100."
"c08_o05_t01",8,"Corporate reliance",5,"policy_role_mean",1,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Insurance companies and large corporations rely on climate scientists' projections.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Policy role: mean of 4 items. Example item: Climate scientists should work closely with policy makers to integrate scientific results into policy-making.. Scale: 0–100."
